Id,Use Case,Status,Created Date,Close Date,Price,Discount code,Pain,Loss Reason,Days,Discount
g2gzmq2o,Corporate Events,Closed Won,2019-03-31,2019-03-31,960.0,Not_Specified,operations,Not_Specified,0 days,True
bxxxolme,Corporate Events,Closed Won,2019-03-31,2019-03-31,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
v5a15c1h,Corporate Events,Closed Lost,2019-04-30,2019-04-30,240.0,DISCOUNT50POWER,operations,no response,0 days,False
ikrqfv5e,Corporate Events,Closed Won,2019-04-30,2019-04-30,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
yirvaobp,Corporate Events,Closed Won,2019-04-30,2019-05-31,240.0,MONTH50REBATE,operations,Not_Specified,31 days,False
smr40m08,Corporate Events,Closed Won,2019-05-11,2019-05-11,360.0,DISCOUNT25QUICK,operations,Not_Specified,0 days,False
mb6cslos,Corporate Events,Closed Won,2019-05-11,2019-05-12,360.0,MONTHSAVE25DEAL,quality of delivery,Not_Specified,1 days,False
rjyyae2w,Sports Events,Closed Won,2019-05-11,2019-05-11,360.0,25GIFT,operations,Not_Specified,0 days,False
pa4o0595,Corporate Events,Closed Won,2019-05-11,2019-05-11,240.0,MONTH50REBATE,Not_Specified,Not_Specified,0 days,False
iodaqzg2,Corporate Events,Closed Won,2019-05-12,2019-05-12,1344.0,YEARLY30PROMO,financial control,Not_Specified,0 days,False
ihb1fb1z,Educational Seminars,Closed Lost,2019-05-12,2019-05-21,1008.0,RENEWYEAR30,operations,no response,9 days,False
fcdbfdz1,Sports Events,Closed Lost,2019-05-12,2019-05-13,240.0,Not_Specified,Not_Specified,no response,1 days,True
thknk4j9,Corporate Events,Closed Lost,2019-05-12,2019-05-13,240.0,Not_Specified,operations,lost to competitor,1 days,True
x7d4acp4,Corporate Events,Closed Won,2019-05-21,2019-05-22,240.0,MONTH50REBATE,operations,Not_Specified,1 days,False
9e6788dv,Sports Events,Closed Won,2019-05-22,2019-05-25,960.0,YEARLY60,financial control,Not_Specified,3 days,False
4071h0jo,Sports Events,Closed Lost,2019-05-22,2019-05-26,120.0,Not_Specified,operations,not target,4 days,True
n62eo0he,Corporate Events,Closed Won,2019-05-22,2019-05-22,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
zpnp2h1j,Sports Events,Closed Won,2019-05-22,2019-05-22,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
lfvx1hwt,Corporate Events,Closed Won,2019-05-22,2019-05-22,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
2u0epc6w,Educational Seminars,Closed Won,2019-05-22,2019-05-25,960.0,YEARLY60,operations,Not_Specified,3 days,False
xmhaao5c,Corporate Events,Closed Won,2019-05-15,2019-05-15,1344.0,YEARLY30PROMO,quality of delivery,Not_Specified,0 days,False
vqea73o5,Corporate Events,Closed Won,2019-03-01,2019-03-01,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified,0 days,False
du7o3o1n,Corporate Events,Closed Lost,2019-04-02,2019-07-16,120.0,Not_Specified,operations,no response,105 days,True
bs4a2tre,Sports Events,Closed Won,2019-06-10,2019-06-10,576.0,HALFSEASON20G,Not_Specified,Not_Specified,0 days,False
gegnasxg,Corporate Events,Closed Lost,2019-06-10,2019-06-25,240.0,DISCOUNT50POWER,operations,not target,15 days,False
muerfkb5,Corporate Events,Closed Won,2019-06-11,2019-06-15,240.0,MONTH50REBATE,operations,Not_Specified,4 days,False
n4w5gtx0,Corporate Events,Closed Won,2019-06-11,2019-06-11,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
q91jrl0y,Corporate Events,Closed Won,2019-06-11,2019-06-11,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
enf8r97w,Corporate Events,Closed Lost,2019-06-11,2019-06-25,150.0,Not_Specified,financial control,lost to competitor,14 days,True
8nhe9jap,Corporate Events,Closed Won,2019-06-11,2019-06-11,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
ctfs4vhc,Corporate Events,Closed Won,2019-06-28,2019-06-28,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
aneyhxgl,Corporate Events,Closed Lost,2019-06-28,2019-03-09,768.0,Not_Specified,operations,no response,-111 days,True
efo3i7p6,Corporate Events,Closed Won,2019-06-28,2019-06-28,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
tmbcqvqg,Corporate Events,Closed Won,2019-06-28,2019-07-29,240.0,MONTH50REBATE,operations,Not_Specified,31 days,False
x3x2z582,Corporate Events,Closed Won,2019-01-28,2019-01-28,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
vqpjunfv,Corporate Events,Closed Won,2019-03-13,2019-03-25,240.0,DISCOUNT50POWER,operations,Not_Specified,12 days,False
4pqj7ocq,Educational Seminars,Closed Lost,2019-03-13,2019-03-13,360.0,DISCOUNT25QUICK,operations,lost to competitor,0 days,False
fjtpolv6,Sports Events,Closed Lost,2019-03-13,2019-03-25,360.0,Not_Specified,operations,no response,12 days,True
21ix4h8r,Corporate Events,Closed Won,2019-03-16,2019-03-25,360.0,MONTHSAVE25DEAL,Not_Specified,Not_Specified,9 days,False
5r4j3rwd,Educational Seminars,Closed Won,2018-12-30,2018-12-30,960.0,YEARLY60,Not_Specified,Not_Specified,0 days,False
4lmqrxr4,Educational Seminars,Closed Lost,2018-12-30,2018-12-30,120.0,Not_Specified,quality of delivery,lost to competitor,0 days,True
al9cfzi4,Educational Seminars,Closed Won,2018-12-30,2018-12-30,960.0,YEARLY60,Not_Specified,Not_Specified,0 days,False
9s83nm0e,Educational Seminars,Closed Won,2018-12-30,2018-12-30,768.0,HALFYEAR20G,operations,Not_Specified,0 days,False
g5q27v0e,Educational Seminars,Closed Lost,2018-12-30,2018-12-30,200.0,NOCOSTREG,Not_Specified,no product fit,0 days,False
h6gzckkp,Corporate Events,Closed Lost,2018-12-30,2019-04-25,360.0,SAVE25LESS,Not_Specified,no response,116 days,False
hwymbrqj,Corporate Events,Closed Won,2019-10-30,2019-04-13,360.0,MONTHSAVE25DEAL,operations,Not_Specified,-200 days,False
4uohrf6r,Corporate Events,Closed Won,2019-10-30,2019-10-30,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
q69ilz9l,Educational Seminars,Closed Lost,2019-10-30,2019-11-29,150.0,Not_Specified,quality of delivery,lost to competitor,30 days,True
rzsn96ic,Sports Events,Closed Won,2019-10-30,2019-10-30,360.0,DISCOUNT25QUICK,operations,Not_Specified,0 days,False
hu3i1zqj,Corporate Events,Closed Won,2019-10-30,2019-10-30,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
7z1j51ye,Corporate Events,Closed Won,2019-06-17,2019-06-17,150.0,QUARTERLY75OFF,Not_Specified,Not_Specified,0 days,False
kgbny3jg,Corporate Events,Closed Lost,2019-06-18,2019-06-25,576.0,Not_Specified,Not_Specified,no response,7 days,True
4l7kl1qy,Educational Seminars,Closed Lost,2019-06-18,2019-06-18,324.0,Not_Specified,operations,no response,0 days,True
zla7nvn6,Corporate Events,Closed Won,2019-06-18,2019-06-18,32396.0,10OFFREDUCED,operations,Not_Specified,0 days,False
doakmwv9,Corporate Events,Closed Won,2019-06-18,2019-06-18,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
1ngcm1lt,Corporate Events,Closed Won,2019-06-18,2019-06-18,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
iys1pg1v,Corporate Events,Closed Lost,2019-06-18,2019-06-23,576.0,Not_Specified,operations,no response,5 days,True
yjofzk4g,Corporate Events,Closed Lost,2019-08-02,2019-07-26,360.0,SAVE25LESS,Not_Specified,no response,-7 days,False
bgh9yqpk,Corporate Events,Closed Won,2019-04-22,2019-04-22,360.0,25GIFT,operations,Not_Specified,0 days,False
b065vdw8,Corporate Events,Closed Won,2019-04-22,2019-04-22,1008.0,RENEW30YEARLY,Not_Specified,Not_Specified,0 days,False
431filxz,Corporate Events,Closed Won,2019-04-22,2019-04-22,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
473g6r8d,Corporate Events,Closed Won,2019-04-22,2019-04-22,1680.0,YEARLY30DISCOUNT,operations,Not_Specified,0 days,False
igvshoj0,Corporate Events,Closed Won,2019-04-30,2019-04-30,150.0,ECONOMY75DISCOUNT,Not_Specified,Not_Specified,0 days,False
7rdjjcj2,Corporate Events,Closed Won,2019-04-30,2019-04-30,960.0,ANNUAL60DEAL,operations,Not_Specified,0 days,False
v99c6zov,Corporate Events,Closed Won,2019-04-30,2019-05-31,240.0,MONTH50REBATE,operations,Not_Specified,31 days,False
qvc3nrsn,Corporate Events,Closed Won,2019-04-30,2019-08-31,360.0,MONTHSAVE25DEAL,financial control,Not_Specified,123 days,False
0o1ag777,Corporate Events,Closed Won,2019-04-30,2019-04-30,240.0,DISCOUNT50POWER,operations,Not_Specified,0 days,False
ui1s6yir,Sports Events,Closed Won,2019-05-12,2019-05-12,960.0,YEARLY60,operations,Not_Specified,0 days,False
ia8y3p6s,Corporate Events,Closed Won,2018-09-08,2018-09-09,576.0,2SEMESTERS20SALE,operations,Not_Specified,1 days,False
pkkp73ew,Corporate Events,Closed Won,2019-05-12,2019-05-12,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
3lo3gq5a,Corporate Events,Closed Won,2019-05-12,2019-05-12,360.0,25GIFT,operations,Not_Specified,0 days,False
s8ynn6v9,Sports Events,Closed Won,2019-03-27,2019-03-27,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
p3mo0pp6,Educational Seminars,Closed Lost,2019-10-03,2019-10-03,768.0,HALFYEAR20G,operations,lost to competitor,0 days,False
pmhyfqyr,Corporate Events,Closed Won,2019-05-22,2019-02-01,360.0,SAVE25LESS,Not_Specified,Not_Specified,-110 days,False
9hlwjzg3,Sports Events,Closed Lost,2019-05-22,2019-05-22,150.0,Not_Specified,financial control,price,0 days,True
ign73n33,Sports Events,Checkbox,2019-05-22,2019-07-24,0.0,NOCOSTREG,operations,Not_Specified,63 days,False
4j2mz5xo,Corporate Events,Closed Won,2019-05-22,2019-05-22,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
ag9faf6z,Corporate Events,Closed Won,2019-05-22,2019-05-22,240.0,MONTH50REBATE,operations,Not_Specified,0 days,False
9cr4i6g8,Educational Seminars,Closed Won,2019-03-01,2019-03-01,1344.0,ANNUAL30BONUS,operations,Not_Specified,0 days,False
u8bbkfo6,Educational Seminars,Closed Lost,2019-03-01,2019-03-01,0.0,Not_Specified,operations,not target,0 days,True
u4l1jwxb,Corporate Events,Closed Won,2019-06-11,2019-06-11,768.0,2SEMESTERS20OFF,time saving,Not_Specified,0 days,False
1mcsswaj,Corporate Events,Closed Lost,2019-06-11,2019-06-11,240.0,Not_Specified,operations,not target,0 days,True
owlx7bea,Corporate Events,Closed Lost,2019-06-11,2019-06-15,240.0,MONTH50REBATE,operations,lost to competitor,4 days,False
uwsp44jd,Educational Seminars,Closed Lost,2019-06-11,2019-06-17,210.0,SAVEMORE50,operations,no response,6 days,False
4jqsdr0f,Corporate Events,Closed Won,2019-06-11,2019-06-12,768.0,2SEMESTERS20OFF,operations,Not_Specified,1 days,False
622vo57g,Corporate Events,Closed Lost,2019-06-11,2019-06-25,150.0,Not_Specified,operations,no response,14 days,True
q35vxuk7,Corporate Events,Demo 1,2019-06-28,2019-06-28,Not_Specified,Not_Specified,operations,Not_Specified,0 days,True
x7ytl84o,Sports Events,Closed Won,2019-07-29,2019-07-29,768.0,HALFYEAR20G,Not_Specified,Not_Specified,0 days,False
08j2vqgw,Sports Events,Closed Won,2019-07-29,2019-07-29,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
94pxyksq,Sports Events,Closed Won,2019-07-29,2019-07-29,1008.0,RENEWYEAR30,operations,Not_Specified,0 days,False
mqtu98e3,Corporate Events,Closed Won,2019-07-29,2019-07-29,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
jspqzbrr,Corporate Events,Closed Won,2019-03-16,2019-03-16,240.0,DISCOUNT50POWER,Not_Specified,Not_Specified,0 days,False
jetfx5qs,Educational Seminars,Closed Lost,2019-03-16,2019-03-17,3750.0,DEAL60YEAR,quality of delivery,price,1 days,False
00dsslbf,Educational Seminars,Closed Lost,2019-03-16,2019-03-16,768.0,HALFYEAR20G,Not_Specified,price,0 days,False
tt7yksgn,Corporate Events,Closed Won,2019-03-16,2019-03-25,300.0,MONTH50CUTBACK,financial control,Not_Specified,9 days,False
qf210ceo,Sports Events,Closed Won,2019-03-16,2019-03-16,240.0,SAVEMONTH50G,Not_Specified,Not_Specified,0 days,False
v6lce4rp,Corporate Events,Closed Won,2019-03-16,2019-03-16,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
0vnbtwn9,Sports Events,Closed Lost,2019-03-16,2019-03-23,1344.0,Not_Specified,financial control,no response,7 days,True
ayg0mayd,Corporate Events,Closed Won,2019-07-13,2019-07-13,150.0,ECONOMY75DISCOUNT,operations,Not_Specified,0 days,False
zsl6xrmq,Educational Seminars,Closed Lost,2019-10-30,2019-11-29,120.0,Not_Specified,financial control,no budget,30 days,True
hzfq0p23,Educational Seminars,Closed Lost,2019-11-29,2019-11-29,1344.0,ANNUAL30BONUS,financial control,no response,0 days,False
ttgsc3mu,Educational Seminars,Closed Won,2019-11-29,2019-11-29,768.0,HALFYEAR20G,quality of delivery,Not_Specified,0 days,False
1lwpnfhh,Sports Events,Closed Won,2019-11-29,2019-11-29,120.0,MONTH75SAVINGS,operations,Not_Specified,0 days,False
j8o7lu3m,Sports Events,Closed Won,2019-11-29,2019-11-29,960.0,YEARLY60,financial control,Not_Specified,0 days,False
li6qs4wo,Sports Events,Closed Won,2019-11-29,2019-11-29,960.0,YEARLY60,operations,Not_Specified,0 days,False
8r4sgw8h,Corporate Events,Closed Lost,2019-11-29,2019-04-13,768.0,Not_Specified,operations,no response,-230 days,True
wgs1zu4l,Corporate Events,Closed Lost,2019-11-29,2019-11-29,120.0,Not_Specified,operations,price,0 days,True
gpldmq4o,Sports Events,Closed Lost,2019-06-18,2019-06-18,576.0,HALFSEASON20G,operations,price,0 days,False
3xp2s757,Educational Seminars,Closed Won,2019-06-18,2019-06-18,768.0,HALFYEAR20G,financial control,Not_Specified,0 days,False
n3gdmqou,Corporate Events,Closed Won,2019-06-18,2019-06-18,576.0,2SEMESTERS20SALE,Not_Specified,Not_Specified,0 days,False
s4odpis2,Sports Events,Closed Lost,2019-06-18,2019-06-25,324.0,NOCOSTREG,Not_Specified,lost to competitor,7 days,False
8i5neaa3,Corporate Events,Closed Won,2019-06-18,2019-06-18,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
ia4ean8j,Corporate Events,Closed Won,2019-06-19,2019-06-24,14876.0,ECONOMY75DISCOUNT,financial control,Not_Specified,5 days,False
scmfmc0n,Educational Seminars,Closed Won,2019-04-02,2019-04-02,768.0,HALFYEAR20G,quality of delivery,Not_Specified,0 days,False
01jjz8o8,Sports Events,Closed Won,2019-04-02,2019-05-02,240.0,SAVEMONTH50G,operations,Not_Specified,30 days,False
11w0e0v4,Sports Events,Closed Lost,2019-06-24,2019-07-24,0.0,Not_Specified,operations,no response,30 days,True
u9nowhwr,Corporate Events,Closed Won,2019-04-02,2019-04-02,960.0,SEMESTER20DEALAGAIN,operations,Not_Specified,0 days,False
qezj38ec,Sports Events,Closed Lost,2019-04-02,2019-05-02,768.0,HALFYEAR20G,operations,price,30 days,False
q6rr20xq,Corporate Events,Closed Won,2019-04-02,2019-04-02,1344.0,YEARLY30PROMO,financial control,Not_Specified,0 days,False
3dr5rpja,Corporate Events,Closed Won,2019-04-02,2019-04-02,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
ma7ykll1,Educational Seminars,Closed Won,2019-04-22,2019-04-22,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
0f7exkpn,Sports Events,Closed Won,2019-04-22,2019-05-31,1680.0,FLAT30,financial control,Not_Specified,39 days,False
kqdgbdlw,Sports Events,Closed Won,2019-04-22,2019-04-23,240.0,SAVEMONTH50G,Not_Specified,Not_Specified,1 days,False
cohnwmm9,Corporate Events,Closed Won,2019-04-23,2019-04-23,1344.0,YEARLY30PROMO,Not_Specified,Not_Specified,0 days,False
ne7x3d5b,Sports Events,Closed Won,2019-04-30,2019-05-31,360.0,25GIFT,quality of delivery,Not_Specified,31 days,False
4h8zp759,Corporate Events,Closed Won,2019-04-30,2019-04-30,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
n47aizah,Corporate Events,Closed Lost,2019-05-31,2019-09-30,1500.0,PROMOTIONCODE,Not_Specified,no response,122 days,False
95eb7kcw,Sports Events,Closed Won,2019-05-31,2019-05-31,960.0,BIANNUAL20,operations,Not_Specified,0 days,False
kid6ya1o,Corporate Events,Closed Won,2019-05-31,2019-05-31,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
27lyuloe,Corporate Events,Closed Won,2019-05-31,2019-05-31,360.0,SAVE25LESS,operations,Not_Specified,0 days,False
wd77bbtf,Corporate Events,Closed Won,2019-05-31,2019-05-31,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
dsj9tkvl,Corporate Events,Closed Won,2019-05-31,2019-05-31,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
8c8kbndo,Corporate Events,Closed Won,2019-05-31,2019-05-31,960.0,ANNUAL60DEAL,Not_Specified,Not_Specified,0 days,False
bxz1lmjy,Corporate Events,Closed Won,2019-05-12,2019-05-12,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
9epuqolx,Educational Seminars,Closed Lost,2019-05-12,2019-05-13,768.0,NOCOSTREG,operations,no response,1 days,False
0awv8dsk,Corporate Events,Closed Won,2019-05-12,2019-05-12,768.0,2SEMESTERS20OFF,quality of delivery,Not_Specified,0 days,False
7176tppo,Corporate Events,Closed Lost,2019-05-12,2019-05-13,360.0,MONTHSAVE25DEAL,operations,lost to competitor,1 days,False
4duqdyhq,Corporate Events,Closed Won,2019-05-12,2019-05-12,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
p0re0qqg,Corporate Events,Closed Won,2019-05-12,2019-05-13,360.0,Not_Specified,operations,Not_Specified,1 days,True
1j7wf358,Educational Seminars,Closed Won,2019-05-12,2019-07-23,0.0,NOCOSTREG,quality of delivery,Not_Specified,72 days,False
ucfqtw26,Educational Seminars,Closed Won,2019-05-12,2019-05-13,120.0,MONTH75SAVINGS,financial control,Not_Specified,1 days,False
h7w0983a,Educational Seminars,Closed Lost,2019-05-25,2019-05-25,240.0,Not_Specified,Not_Specified,not target,0 days,True
jd7av41z,Corporate Events,Closed Won,2019-05-25,2019-10-01,768.0,2SEMESTERS20OFF,operations,Not_Specified,129 days,False
eh666gdx,Educational Seminars,Closed Won,2019-08-02,2019-12-02,1008.0,RENEWYEAR30,operations,Not_Specified,122 days,False
zs46njp3,Corporate Events,Closed Won,2019-06-12,2019-06-12,576.0,2SEMESTERS20SALE,operations,Not_Specified,0 days,False
3lu45c94,Corporate Events,Closed Won,2019-07-29,2019-07-29,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
gtytuxap,Corporate Events,Closed Won,2019-07-29,2019-08-29,240.0,DISCOUNT50POWER,operations,Not_Specified,31 days,False
gmxyg780,Corporate Events,Closed Won,2019-07-29,2019-07-29,1344.0,YEARLY30PROMO,operations,Not_Specified,0 days,False
lfer4h9x,Educational Seminars,Closed Lost,2019-07-29,2019-10-29,768.0,Not_Specified,operations,no response,92 days,True
ehwdye5e,Corporate Events,Closed Lost,2019-07-29,2019-03-30,92928.0,Not_Specified,operations,not target,-121 days,True
6y62erjd,Educational Seminars,Closed Won,2019-03-16,2019-11-29,240.0,SAVEMONTH50G,operations,Not_Specified,258 days,False
i3lljzr3,Corporate Events,Closed Lost,2019-03-17,2019-03-23,768.0,Not_Specified,quality of delivery,lost to competitor,6 days,True
46vp15t7,Sports Events,Closed Won,2019-03-17,2019-03-17,960.0,YEARLY60,operations,Not_Specified,0 days,False
m7safz3j,Educational Seminars,Closed Won,2018-12-30,2018-12-30,576.0,HALFSEASON20G,operations,Not_Specified,0 days,False
piutq58m,Corporate Events,Closed Lost,2018-12-30,2019-04-15,240.0,MONTH50REBATE,operations,not target,106 days,False
1h085jl9,Sports Events,Closed Won,2018-12-30,2018-12-30,768.0,HALFYEAR20G,financial control,Not_Specified,0 days,False
rectf7yd,Educational Seminars,Closed Lost,2019-11-29,2019-11-29,240.0,Not_Specified,operations,no budget,0 days,True
33de1qnm,Sports Events,Closed Won,2019-11-29,2019-11-29,150.0,CUTBACK75SPECIAL,Not_Specified,Not_Specified,0 days,False
yqtb95aw,Educational Seminars,Closed Lost,2019-11-29,2019-11-29,600.0,Not_Specified,quality of delivery,price,0 days,True
yx7huc8m,Sports Events,Closed Won,2019-11-29,2019-11-29,360.0,25GIFT,operations,Not_Specified,0 days,False
hpw4re52,Corporate Events,Closed Won,2019-04-08,2019-05-02,1344.0,YEARLY30PROMO,Not_Specified,Not_Specified,24 days,False
6li1wdz9,Corporate Events,Closed Won,2019-06-19,2019-06-19,768.0,2SEMESTERS20OFF,financial control,Not_Specified,0 days,False
n05uwmwt,Sports Events,Closed Won,2019-06-19,2019-06-19,324.0,SLASH10,operations,Not_Specified,0 days,False
3s5akttn,Corporate Events,Closed Won,2019-06-19,2019-06-19,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
v5a2agb6,Corporate Events,Closed Lost,2019-06-19,2019-06-25,120.0,Not_Specified,operations,price,6 days,True
jfcok4jp,Corporate Events,Closed Lost,2019-06-19,2019-06-23,576.0,SAVE25NOW,financial control,lost to competitor,4 days,False
7s58tun8,Corporate Events,Closed Lost,2019-06-19,2019-06-25,360.0,SAVE25LESS,Not_Specified,no response,6 days,False
hgh3l4rs,Educational Seminars,Closed Won,2019-06-19,2019-06-19,200.0,SAVEMONTH50G,time saving,Not_Specified,0 days,False
s4l7fe1m,Corporate Events,Closed Lost,2019-04-02,2019-04-02,200.0,NOCOSTREG,operations,no product fit,0 days,False
mmh4twb2,Corporate Events,Closed Lost,2019-04-02,2019-05-02,768.0,Not_Specified,operations,no product fit,30 days,True
xg89swlx,Educational Seminars,Closed Won,2019-06-02,2019-06-02,1344.0,ANNUAL30BONUS,quality of delivery,Not_Specified,0 days,False
503tz9sp,Corporate Events,Closed Won,2019-04-02,2019-04-02,300.0,MONTH50CUTBACK,operations,Not_Specified,0 days,False
j9mzlnpu,Sports Events,Closed Won,2019-04-23,2019-04-23,240.0,SAVEMONTH50G,operations,Not_Specified,0 days,False
fguc07s1,Sports Events,Closed Lost,2019-04-23,2019-04-24,240.0,Not_Specified,operations,no response,1 days,True
fx48kn8c,Educational Seminars,Closed Won,2019-04-23,2019-04-23,450.0,SAVEQUARTER25,quality of delivery,Not_Specified,0 days,False
js5hzbbt,Corporate Events,Closed Won,2019-05-31,2019-05-31,360.0,MONTHSAVE25DEAL,quality of delivery,Not_Specified,0 days,False
xft8h1ld,Corporate Events,Closed Won,2019-05-31,2019-05-31,120.0,SEVENTYFIVEGIFT,operations,Not_Specified,0 days,False
6jj4x2zx,Educational Seminars,Closed Won,2019-05-13,2019-05-13,768.0,HALFYEAR20G,operations,Not_Specified,0 days,False
q3p12hu1,Corporate Events,Closed Lost,2019-05-13,2019-05-26,360.0,Not_Specified,operations,no response,13 days,True
5fuswn6i,Corporate Events,Closed Lost,2019-05-13,2019-05-18,768.0,Not_Specified,operations,lost to competitor,5 days,True
umphtij2,Educational Seminars,Closed Lost,2019-07-13,2019-07-26,360.0,DISCOUNT25QUICK,operations,no response,13 days,False
prudyp84,Corporate Events,Closed Lost,2019-05-25,2019-05-26,150.0,Not_Specified,operations,no budget,1 days,True
8fjjtncq,Corporate Events,Closed Won,2019-05-25,2019-05-25,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
uawg5d0t,Corporate Events,Closed Lost,2019-05-25,2019-05-26,1344.0,Not_Specified,operations,no response,1 days,True
knedtb2n,Educational Seminars,Closed Won,2019-05-25,2019-06-22,14876.0,CUTBACK75SPECIAL,quality of delivery,Not_Specified,28 days,False
r6uk7553,Corporate Events,Closed Won,2019-05-25,2019-05-25,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
bhbvcb46,Corporate Events,Closed Lost,2019-05-25,2019-05-26,240.0,Not_Specified,operations,no product fit,1 days,True
3kxi96pq,Corporate Events,Closed Lost,2019-05-25,2019-06-09,360.0,SAVE25LESS,operations,not target,15 days,False
l0ptydmb,Educational Seminars,Closed Lost,2019-06-01,2019-06-09,500.0,Not_Specified,financial control,no response,8 days,True
plok9uwp,Corporate Events,Closed Won,2019-06-01,2019-06-01,150.0,MONTH75SPECIAL,Not_Specified,Not_Specified,0 days,False
zpo9n60a,Corporate Events,Closed Won,2019-06-01,2019-06-01,360.0,MONTHSAVE25DEAL,operations,Not_Specified,0 days,False
kke1z1pd,Sports Events,Closed Won,2019-06-01,2019-06-01,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
1g4q0pz7,Educational Seminars,Closed Won,2019-06-01,2019-06-01,1344.0,ANNUAL30BONUS,Not_Specified,Not_Specified,0 days,False
v59mixmf,Corporate Events,Closed Won,2019-07-10,2019-07-10,32396.0,10OFFREDUCED,operations,Not_Specified,0 days,False
ru5n8erw,Corporate Events,Closed Lost,2019-07-29,2019-07-29,2.0,Not_Specified,operations,no product fit,0 days,True
vqsnciel,Sports Events,Closed Won,2019-07-29,2019-08-29,360.0,DISCOUNT25QUICK,operations,Not_Specified,31 days,False
zmwzlo7t,Corporate Events,Closed Won,2019-07-29,2019-07-29,450.0,FIFTYSAVINGS,operations,Not_Specified,0 days,False
s7dbj715,Sports Events,Closed Lost,2019-07-29,2019-08-29,300.0,SAVEMORE50,operations,lost to competitor,31 days,False
q8u4gb0f,Corporate Events,Closed Lost,2019-07-29,2019-03-09,360.0,Not_Specified,operations,price,-142 days,True
cl9w1qhh,Sports Events,Closed Won,2019-07-29,2019-03-10,768.0,HALFYEAR20G,operations,Not_Specified,-141 days,False
0y81b8et,Corporate Events,Demo 1,2019-07-29,2019-07-29,Not_Specified,Not_Specified,quality of delivery,Not_Specified,0 days,True
yull3z35,Sports Events,Closed Lost,2019-08-29,2019-03-26,1344.0,Not_Specified,operations,no response,-156 days,True
f89gucso,Educational Seminars,Closed Won,2019-08-29,2018-12-30,14876.0,CUTBACK75SPECIAL,quality of delivery,Not_Specified,-242 days,False
nipwxsyk,Educational Seminars,Closed Won,2019-03-17,2019-03-17,360.0,25GIFT,operations,Not_Specified,0 days,False
4licq0ux,Corporate Events,Demo 1,2019-03-17,2019-03-17,Not_Specified,Not_Specified,operations,Not_Specified,0 days,True
fur22jsl,Educational Seminars,Closed Won,2019-03-17,2019-03-18,300.0,ECONOMY50SPECIAL,financial control,Not_Specified,1 days,False
euw6eq8n,Corporate Events,Closed Won,2019-03-17,2019-03-17,768.0,2SEMESTERS20OFF,operations,Not_Specified,0 days,False
8i7df6m9,Corporate Events,Closed Won,2019-03-17,2019-03-17,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,0 days,False
80euw54d,Corporate Events,Closed Lost,2019-03-30,2019-04-29,300.0,MONTH50CUTBACK,operations,no budget,30 days,False
yfd0og9y,Corporate Events,Closed Won,2019-03-30,2019-04-29,768.0,2SEMESTERS20OFF,operations,Not_Specified,30 days,False
q4wcn9kp,Sports Events,Closed Lost,2019-03-30,2019-07-30,360.0,Not_Specified,operations,lost to competitor,122 days,True
dxid46v2,Corporate Events,Closed Won,2019-03-30,2019-04-29,768.0,2SEMESTERS20OFF,Not_Specified,Not_Specified,30 days,False
