,Id,Status_x,Acquisition Campaign_0,Acquisition Campaign_1,Acquisition Campaign_2,Acquisition Campaign_3,Acquisition Campaign_4,Acquisition Campaign_5,Converted,City_0,City_1,City_2,City_3,City_4,Use Case_Concerts and festivals_x,Use Case_Corporate Events_x,Use Case_Educational Seminars_x,Use Case_Not_Specified_x,Use Case_Sports Events_x,Use Case_Wedding Planning_x,Source_Inbound,Source_Not_Specified,Source_Outbound,month,day,Status_y,Price,Days,Discount,Use Case_Concerts and festivals_y,Use Case_Corporate Events_y,Use Case_Educational Seminars_y,Use Case_Not_Specified_y,Use Case_Sports Events_y,Use Case_Wedding Planning_y,Pain_Not_Specified,Pain_financial control,Pain_operations,Pain_quality of delivery,Pain_time saving
2556,g75jekqf,Qualified,0,0,0,1,1,0,True,0,0,1,1,0,False,True,False,False,False,False,False,False,True,7,9,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
2557,cvthemxh,Qualified,0,0,0,1,1,0,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,7,10,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
2558,4gymniy5,Qualified,0,1,0,0,0,0,True,0,1,1,0,1,False,False,False,False,True,False,False,False,True,7,10,Closed Won,150,0,True,False,False,False,False,True,False,False,False,True,False,False
2559,eqnhhk1f,Qualified,0,0,0,1,1,0,True,0,1,0,1,1,False,True,False,False,False,False,True,False,False,7,10,Closed Won,300,0,True,False,True,False,False,False,False,False,False,True,False,False
2560,gld0tnkh,Qualified,0,1,1,0,0,0,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,7,10,Closed Won,1344,0,True,False,False,True,False,False,False,False,False,True,False,False
2561,ns0c09jo,Qualified,0,0,0,0,0,1,True,1,0,0,1,1,False,True,False,False,False,False,False,False,True,7,10,Closed Won,960,3,True,False,True,False,False,False,False,False,False,True,False,False
2562,szpqrsf6,Qualified,0,1,0,0,1,0,True,1,0,1,0,1,False,True,False,False,False,False,False,False,True,7,10,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2563,5bwkyy38,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,11,Closed Won,360,1,True,False,True,False,False,False,False,True,False,False,False,False
2564,k33775h3,Qualified,0,1,0,0,1,0,True,0,1,0,0,0,False,False,True,False,False,False,False,False,True,7,11,Closed Lost,200,14,False,False,False,True,False,False,False,False,False,True,False,False
2565,ykdwtf09,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,11,Closed Lost,0,0,False,False,True,False,False,False,False,False,False,True,False,False
2566,hgdxh1wq,Qualified,0,0,0,0,0,1,True,1,0,0,0,1,False,False,True,False,False,False,False,False,True,7,12,Closed Won,324,0,True,False,False,True,False,False,False,False,False,True,False,False
2567,hdyv1cpu,Qualified,0,1,1,0,0,0,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,7,12,Closed Won,360,0,True,False,False,False,False,True,False,False,False,True,False,False
2568,xnxaded0,Qualified,0,0,0,1,1,0,True,1,0,0,0,1,False,True,False,False,False,False,False,False,True,7,12,Closed Lost,360,48,True,False,True,False,False,False,False,False,False,True,False,False
2569,2269fv6h,Qualified,0,0,0,1,1,0,True,1,0,0,0,0,False,True,False,False,False,False,False,False,True,7,13,Closed Won,576,1,True,False,True,False,False,False,False,False,False,True,False,False
2571,gyvde8ev,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,7,13,Closed Lost,150,0,False,False,True,False,False,False,False,False,False,True,False,False
2572,qig8dgqx,Qualified,0,1,0,1,0,0,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,7,13,Closed Lost,768,11,True,False,False,True,False,False,False,False,False,True,False,False
2573,c98xv3is,Qualified,0,1,0,0,1,0,True,0,0,0,0,1,False,False,True,False,False,False,False,False,True,7,13,Closed Won,1344,2,True,False,False,True,False,False,False,False,True,False,False,False
2574,4cen08nr,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,7,14,Closed Lost,1008,-81,True,False,False,False,False,True,False,False,False,True,False,False
2575,cu2oa423,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,7,14,Closed Lost,240,0,True,False,False,True,False,False,False,False,False,True,False,False
2576,oj6z2evh,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,False,False,True,7,14,Closed Lost,768,6,True,False,False,True,False,False,False,False,False,True,False,False
2577,8wrpibab,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,14,Closed Won,324,0,True,False,True,False,False,False,False,False,True,False,False,False
2578,tsp6m9sq,Qualified,0,1,1,0,0,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,14,Closed Won,960,0,True,False,True,False,False,False,False,False,False,True,False,False
2579,iud4ha3a,Qualified,0,1,1,0,1,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,7,14,Closed Won,1344,33,True,False,False,True,False,False,False,False,True,False,False,False
2580,1b3np159,Qualified,0,1,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,7,14,Closed Won,360,1,True,False,False,True,False,False,False,False,True,False,False,False
2581,ifw6mxx8,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,7,15,Closed Won,1344,1,True,False,False,False,False,True,False,False,False,True,False,False
2582,0xerchbz,Qualified,0,0,0,1,1,0,True,0,1,1,1,1,False,True,False,False,False,False,False,False,True,7,15,Closed Lost,240,1,True,False,True,False,False,False,False,False,False,True,False,False
2583,wo7ii3co,Qualified,0,1,1,0,1,1,True,0,1,1,0,1,False,False,True,False,False,False,True,False,False,7,15,Closed Won,240,-133,True,False,False,True,False,False,False,False,False,True,False,False
2584,ug8mhizi,Qualified,0,1,1,0,0,0,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,7,15,Closed Lost,1344,4,True,False,False,True,False,False,False,False,True,False,False,False
2585,qa7wqmjq,Qualified,0,1,0,0,1,0,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,7,15,Closed Lost,360,2,False,False,False,True,False,False,False,False,True,False,False,False
2586,m6vss3nc,Qualified,0,1,1,0,0,0,True,0,0,1,0,0,False,False,False,False,True,False,False,False,True,7,17,Closed Won,360,6,True,False,False,False,False,True,False,False,False,True,False,False
2587,ye9cjc1f,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,17,Closed Lost,0,7,False,False,True,False,False,False,False,False,False,True,False,False
2588,89s0igwn,Qualified,0,0,0,1,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,7,17,Closed Lost,240,0,True,False,False,True,False,False,False,True,False,False,False,False
2589,fi14wtc6,Qualified,0,0,0,1,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,7,17,Closed Lost,0,0,False,False,False,True,False,False,False,False,True,False,False,False
2590,oep38bqf,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,True,False,False,7,17,Closed Lost,200,2,False,False,False,True,False,False,False,False,False,False,True,False
2591,50pt6l6j,Qualified,0,0,0,1,0,1,True,0,1,1,1,1,False,False,False,False,True,False,True,False,False,7,17,Closed Lost,250,0,True,False,False,False,False,True,False,False,False,False,True,False
2593,2r52zsrl,Qualified,0,1,0,1,1,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,7,17,Closed Lost,240,0,True,False,True,False,False,False,False,False,False,True,False,False
2595,hhakd6ji,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,17,Closed Won,240,0,True,False,True,False,False,False,False,False,False,True,False,False
2596,wxad2kw6,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,19,Closed Won,0,3,True,False,True,False,False,False,False,False,False,True,False,False
2597,a77ldwas,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,19,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2598,i747r9p2,Qualified,0,0,0,1,1,0,True,1,0,0,1,1,False,True,False,False,False,False,True,False,False,7,20,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
2599,v18jlrqz,Qualified,0,0,0,0,0,1,True,1,0,1,0,0,False,False,False,True,False,False,False,False,True,7,20,Closed Won,768,0,True,False,False,True,False,False,False,True,False,False,False,False
2600,6rq0mcq5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,20,Closed Won,300,0,True,False,True,False,False,False,False,False,False,False,True,False
2601,uv6vblhb,Qualified,0,0,0,1,1,0,True,1,0,0,1,0,False,True,False,False,False,False,False,False,True,7,20,Closed Lost,360,31,False,False,True,False,False,False,False,False,False,False,True,False
2602,x68m3tbs,Qualified,0,1,0,1,1,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,20,Closed Won,360,0,True,False,True,False,False,False,False,False,False,True,False,False
2603,wvv7gnsd,Qualified,0,0,0,0,0,1,True,0,0,1,0,1,False,True,False,False,False,False,True,False,False,7,20,Closed Lost,0,0,False,False,True,False,False,False,False,False,False,True,False,False
2604,dxw2lnur,Qualified,0,1,0,0,0,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,21,Closed Lost,240,30,True,False,True,False,False,False,False,False,True,False,False,False
2605,j0bmp5t1,Qualified,0,1,0,1,0,0,True,0,1,1,0,0,False,True,False,False,False,False,False,False,True,7,21,Closed Won,360,242,True,False,True,False,False,False,False,False,True,False,False,False
2607,tfl9fvjl,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,True,False,False,False,False,True,7,21,Closed Won,768,0,True,False,True,False,False,False,False,True,False,False,False,False
2609,kziev2uh,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,21,Closed Lost,324,0,True,False,True,False,False,False,False,False,True,False,False,False
2610,clehwqhn,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,21,Closed Lost,960,22,False,False,True,False,False,False,False,False,False,True,False,False
2611,y24ditzn,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,22,Closed Won,768,1,True,False,True,False,False,False,False,False,False,False,True,False
2612,4q55q19w,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,22,Closed Lost,360,-7,True,False,True,False,False,False,False,False,False,True,False,False
2613,hepjh4et,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,22,Closed Won,450,0,True,False,True,False,False,False,False,False,True,False,False,False
2614,97ucisow,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,22,Closed Won,120,0,True,False,True,False,False,False,False,False,True,False,False,False
2615,knjjel23,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,False,False,True,7,22,Closed Won,768,0,True,False,True,False,False,False,False,False,True,False,False,False
2616,swmu8852,Qualified,1,0,0,0,1,1,True,0,0,1,1,0,False,False,True,False,False,False,True,False,False,7,22,Closed Lost,324,181,True,False,False,True,False,False,False,False,False,False,True,False
2617,esqu1uo9,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,7,22,Closed Won,0,1,True,False,True,False,False,False,False,False,True,False,False,False
2618,yc4tlsuc,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,7,22,Closed Won,240,0,True,False,True,False,False,False,False,False,True,False,False,False
2619,s23679rv,Qualified,0,0,0,1,1,0,True,0,1,1,0,0,False,True,False,False,False,False,False,False,True,7,22,Closed Won,768,0,True,False,True,False,False,False,False,False,False,False,True,False
2620,92jdud6t,Qualified,0,1,0,0,1,0,True,0,1,1,0,1,False,False,False,False,True,False,False,False,True,7,22,Closed Won,240,0,True,False,False,False,False,True,False,False,True,False,False,False
2621,25d2prth,Qualified,0,1,0,0,1,1,True,0,0,1,1,1,False,False,False,False,True,False,True,False,False,7,22,Closed Won,0,1,True,False,False,True,False,False,False,False,True,False,False,False
2622,bed17hsb,Qualified,0,1,1,0,0,0,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,7,22,Closed Lost,0,24,False,False,False,False,False,True,False,False,False,True,False,False
2624,s3r5oep7,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,7,23,Closed Lost,360,2,True,False,False,True,False,False,False,False,True,False,False,False
2626,0mncc3zw,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,True,False,False,7,23,Closed Won,0,0,True,False,False,False,False,True,False,False,False,True,False,False
2627,xdl13dwa,Qualified,0,1,0,1,1,1,True,1,0,1,0,0,False,True,False,False,False,False,True,False,False,7,23,Closed Won,1344,0,True,False,True,False,False,False,False,False,False,True,False,False
2628,1yyafpwh,Qualified,0,1,0,0,1,0,True,0,0,1,1,0,False,False,False,False,True,False,False,False,True,7,23,Closed Won,768,0,True,False,False,False,False,True,False,False,False,True,False,False
2629,uachjn9p,Qualified,0,1,0,1,0,0,True,0,1,1,1,1,False,True,False,False,False,False,True,False,False,7,23,Closed Lost,240,64,False,False,True,False,False,False,False,False,False,True,False,False
2631,44hv7lom,Qualified,0,1,0,1,0,0,True,0,1,0,1,0,False,False,False,False,True,False,True,False,False,7,23,Closed Lost,768,0,True,False,False,False,False,True,False,True,False,False,False,False
2632,0zmqfdf1,Qualified,0,1,0,0,0,1,True,1,0,0,1,0,False,False,True,False,False,False,False,False,True,7,23,Closed Lost,768,23,True,False,False,True,False,False,False,False,False,True,False,False
2633,1p9m046u,Qualified,0,0,0,1,1,0,True,1,0,0,0,0,False,True,False,False,False,False,False,False,True,7,23,Closed Lost,200,204,False,False,True,False,False,False,False,False,False,True,False,False
2635,qzyxk3m5,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,7,23,Closed Lost,200,2,False,False,False,False,False,True,False,False,True,False,False,False
2637,skim8zo7,Qualified,0,1,0,1,0,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,24,Closed Lost,150,31,True,False,True,False,False,False,False,False,False,True,False,False
2638,dbpawe4x,Qualified,0,0,0,1,1,0,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,7,24,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2640,l483ylvz,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,7,24,Closed Won,960,0,True,False,True,False,False,False,False,False,False,True,False,False
2641,jcennydl,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,7,24,Closed Lost,200,0,False,False,False,False,False,True,False,False,True,False,False,False
2642,2oqgypiq,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,25,Closed Lost,150,2,False,False,True,False,False,False,False,False,False,True,False,False
2643,0diwecqv,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,7,26,Closed Won,240,11,True,False,False,False,False,True,False,False,False,True,False,False
2644,nh1ip7h0,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,7,26,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2645,6108nxsf,Qualified,0,1,1,0,1,1,True,0,1,0,0,0,False,False,True,False,False,False,False,False,True,7,26,Closed Lost,1344,90,True,False,False,True,False,False,False,True,False,False,False,False
2646,w7lt682q,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,False,False,True,7,26,Closed Won,960,0,True,False,False,True,False,False,False,False,True,False,False,False
2647,sdf8zbj1,Qualified,0,0,0,0,0,1,True,1,0,0,0,0,False,False,True,False,False,False,True,False,False,1,3,Closed Lost,0,176,False,False,False,True,False,False,False,False,False,True,False,False
2648,qb2gkvwh,Qualified,0,0,0,0,0,1,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,1,3,Closed Won,300,0,True,False,True,False,False,False,False,False,False,False,True,False
2649,qbq0bjjf,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,3,Closed Lost,200,3,True,False,True,False,False,False,False,False,True,False,False,False
2650,n1z03l81,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,1,3,Closed Lost,200,31,True,False,True,False,False,False,False,False,True,False,False,False
2651,7b3rnsiq,Qualified,0,1,0,0,1,1,True,0,0,1,0,1,False,False,True,False,False,False,True,False,False,1,3,Closed Lost,360,2,True,False,False,True,False,False,False,False,False,True,False,False
2652,0zo6al5o,Qualified,0,1,1,0,0,0,True,0,1,0,0,0,False,True,False,False,False,False,False,False,True,1,3,Closed Won,1344,0,True,False,True,False,False,False,False,False,False,True,False,False
2653,7npaoiwo,Qualified,0,0,0,1,1,0,True,0,1,1,0,0,False,True,False,False,False,False,True,False,False,1,3,Closed Lost,200,46,False,False,True,False,False,False,False,True,False,False,False,False
2654,3tbed5er,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,1,3,Closed Lost,1344,153,True,False,False,True,False,False,False,False,False,True,False,False
2655,vbwe7jqj,Qualified,0,0,0,1,1,0,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,1,3,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2656,dhi4mmpv,Qualified,0,0,0,0,0,1,True,0,0,0,1,0,False,False,False,False,True,False,False,False,True,1,3,Closed Lost,768,142,True,False,False,False,False,True,False,False,False,False,True,False
2657,3la4yzjj,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,2,3,Closed Lost,240,163,False,False,True,False,False,False,False,True,False,False,False,False
2658,e123z9dw,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,2,3,Closed Lost,32396,176,True,False,True,False,False,False,False,False,False,True,False,False
2659,s6mtb6dt,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,2,3,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
2660,rk13czgs,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,2,3,Closed Won,1344,0,True,False,True,False,False,False,False,False,False,True,False,False
2661,yyneg496,Qualified,0,1,0,1,0,0,True,0,0,1,1,0,False,False,True,False,False,False,False,False,True,2,3,Closed Lost,200,163,False,False,False,True,False,False,False,True,False,False,False,False
2663,cr1fixob,Qualified,0,0,0,1,1,0,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,2,3,Closed Lost,576,145,False,False,True,False,False,False,False,False,True,False,False,False
2664,rxzn7ffo,Qualified,0,1,1,0,1,1,True,0,0,0,1,1,False,False,False,True,False,False,False,False,True,2,3,Closed Lost,360,14,False,False,False,True,False,False,False,False,False,True,False,False
2665,ewwk4dbp,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,3,3,Closed Lost,300,0,True,False,True,False,False,False,False,False,False,True,False,False
2666,y2a9sdjw,Qualified,0,1,1,0,1,0,True,0,0,0,1,0,False,False,True,False,False,False,False,False,True,3,3,Closed Lost,200,191,False,False,False,True,False,False,False,True,False,False,False,False
2667,yohqjf3w,Qualified,0,1,0,0,1,0,True,0,0,1,1,0,False,False,True,False,False,False,False,False,True,3,3,Closed Won,120,12,True,False,False,True,False,False,False,True,False,False,False,False
2668,ryiwxf5v,Qualified,0,1,0,0,1,1,True,0,1,0,0,1,False,False,False,False,True,False,False,False,True,3,3,Closed Lost,360,104,True,False,False,False,False,True,False,False,True,False,False,False
2669,ncrmoetp,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,False,False,False,True,False,True,False,False,3,3,Closed Lost,960,92,True,False,False,False,False,True,False,False,False,False,True,False
2670,cvw7opj6,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,4,3,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2671,ev6z2riv,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,4,3,Closed Won,300,0,True,False,True,False,False,False,False,False,False,False,True,False
2672,dxzfr6r3,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,5,3,Closed Won,324,0,True,False,True,False,False,False,False,False,False,True,False,False
2673,kmuuhdu9,Qualified,1,0,0,1,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,5,3,Closed Lost,240,0,True,False,False,True,False,False,False,False,False,True,False,False
2674,q2qtnu4p,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,5,3,Closed Lost,200,1,False,False,False,False,False,True,False,False,False,True,False,False
2675,ehk0jidf,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,6,3,Closed Lost,360,13,True,False,True,False,False,False,False,False,True,False,False,False
2676,i1o3b9gy,Qualified,0,0,0,0,0,1,True,0,0,1,1,1,False,True,False,False,False,False,True,False,False,6,3,Closed Lost,768,-21,True,False,True,False,False,False,False,False,False,False,True,False
2678,7v6djnta,Qualified,1,0,0,1,0,1,True,0,0,0,0,1,False,False,True,False,False,False,False,False,True,7,3,Closed Won,768,0,True,False,False,True,False,False,False,False,False,True,False,False
2679,xc73b8ve,Qualified,0,1,0,1,1,0,True,0,0,0,1,1,False,False,False,False,True,False,False,False,True,8,3,Closed Lost,576,7,True,False,False,False,False,True,False,False,True,False,False,False
2681,obku7k62,Qualified,0,0,0,1,0,1,True,1,0,0,1,1,False,False,False,False,True,False,True,False,False,8,3,Closed Won,300,0,True,False,False,False,False,True,False,False,False,True,False,False
2682,ae5e0t3l,Qualified,1,0,0,1,0,1,True,0,0,1,0,1,False,False,True,False,False,False,False,False,True,8,3,Closed Won,324,0,True,False,False,True,False,False,False,False,False,True,False,False
2683,rybz16ye,Qualified,0,1,0,0,1,1,True,1,0,0,0,1,False,False,False,False,True,False,True,False,False,9,3,Closed Won,1344,0,True,False,False,False,False,True,False,False,False,True,False,False
2685,l5rt5g17,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,9,3,Closed Lost,1344,-17,True,False,True,False,False,False,False,True,False,False,False,False
2686,d8uvxlgn,Qualified,0,0,0,0,0,1,True,0,1,1,0,0,False,False,True,False,False,False,False,False,True,9,3,Closed Lost,200,14,False,False,False,True,False,False,False,False,True,False,False,False
2687,9cpgc2x8,Qualified,0,1,0,1,1,0,True,0,1,1,1,0,False,False,False,False,True,False,True,False,False,9,3,Closed Won,360,0,True,False,False,False,False,True,False,False,False,True,False,False
2688,p3mo0pp6,Qualified,1,0,0,1,0,1,True,0,0,0,1,1,False,False,True,False,False,False,False,False,True,9,3,Closed Lost,768,0,True,False,False,True,False,False,False,False,False,True,False,False
2689,iscntmf1,Qualified,0,1,1,0,0,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,9,3,Closed Lost,200,-46,False,False,True,False,False,False,False,False,False,True,False,False
2690,yiv8lvp8,Qualified,0,0,0,0,0,1,True,0,1,1,0,0,False,False,True,False,False,False,True,False,False,9,3,Closed Won,240,-83,True,False,False,True,False,False,False,False,False,True,False,False
2691,12vkiohu,Qualified,1,0,0,1,0,1,True,1,0,1,0,1,False,True,False,False,False,False,False,False,True,9,3,Closed Lost,200,-39,False,False,True,False,False,False,False,True,False,False,False,False
2692,482rsqcl,Qualified,1,0,0,1,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,9,3,Closed Won,600,0,True,False,True,False,False,False,False,False,False,True,False,False
2693,ukxwwmel,Qualified,0,0,0,0,0,1,True,0,1,1,0,1,False,True,False,False,False,False,True,False,False,9,3,Closed Lost,240,0,True,False,True,False,False,False,False,True,False,False,False,False
2694,oo3wpyc2,Qualified,0,0,0,1,1,0,True,0,0,1,1,0,False,True,False,False,False,False,True,False,False,10,3,Closed Lost,200,-15,False,False,True,False,False,False,False,False,False,False,True,False
2695,hsp8nroj,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,10,3,Closed Won,14876,30,True,False,True,False,False,False,False,False,False,True,False,False
2696,bzwchbkj,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,10,3,Closed Won,360,30,True,False,True,False,False,False,False,True,False,False,False,False
2697,s6l6y1nk,Qualified,1,0,0,1,0,1,True,1,0,1,0,1,False,True,False,False,False,False,True,False,False,11,3,Closed Won,768,0,True,False,True,False,False,False,False,False,False,True,False,False
2698,zyqc7jrx,Qualified,0,0,0,0,0,1,True,1,0,0,1,0,False,True,False,False,False,False,True,False,False,11,3,Closed Won,576,1,True,False,True,False,False,False,False,False,False,True,False,False
2699,ksefxquq,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,11,3,Closed Won,768,-114,True,False,True,False,False,False,False,False,False,True,False,False
2700,h11ta9g8,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,3,Closed Lost,240,-83,True,False,True,False,False,False,False,False,False,True,False,False
2701,s89gzcur,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,11,3,Closed Lost,240,-112,True,False,True,False,False,False,False,False,False,True,False,False
2702,j0s256fl,Qualified,0,1,0,1,1,0,True,1,0,0,0,0,False,True,False,False,False,False,False,False,True,8,11,Closed Lost,1344,2,True,False,True,False,False,False,False,False,True,False,False,False
2703,g2skpxt2,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,True,False,False,8,11,Closed Lost,150,1,True,False,True,False,False,False,False,False,False,True,False,False
2704,me5aq756,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,False,False,True,False,True,False,False,8,11,Closed Won,120,0,True,False,False,False,False,True,False,False,False,True,False,False
2706,k0e5ou8q,Qualified,0,0,0,0,0,1,True,0,1,0,0,0,False,False,True,False,False,False,True,False,False,8,11,Closed Lost,324,1,True,False,False,True,False,False,False,False,True,False,False,False
2707,3a7ioc27,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,11,Closed Won,240,0,True,False,True,False,False,False,False,True,False,False,False,False
2708,rblafndj,Qualified,0,0,0,1,1,0,True,0,1,0,0,0,False,True,False,False,False,False,True,False,False,8,12,Closed Lost,240,1,True,False,True,False,False,False,False,False,False,True,False,False
2709,y627czg4,Qualified,0,0,0,1,1,0,True,0,0,0,1,1,False,True,False,False,False,False,False,False,True,8,12,Closed Lost,240,1,True,False,True,False,False,False,False,False,False,True,False,False
2710,ymnk0yyd,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,True,False,False,False,False,False,False,True,8,12,Closed Lost,200,36,False,False,True,False,False,False,False,False,False,True,False,False
2711,bz7qa9wr,Qualified,0,0,0,0,0,1,True,0,0,0,0,1,False,False,True,False,False,False,True,False,False,8,12,Closed Lost,324,42,True,False,False,True,False,False,False,False,True,False,False,False
2712,4jkcq7q7,Qualified,0,0,0,0,0,1,True,0,0,0,1,1,False,True,False,False,False,False,True,False,False,8,13,Closed Won,576,0,True,False,True,False,False,False,False,False,False,True,False,False
